1625097600000,35.51000000,35.56700000,32.17000000,33.27100000,4488924.89900000,1625183999999,151028766.44245900,263111,2234177.99500000,75138133.66456100,0
1625184000000,33.27000000,34.21700000,31.36700000,34.00000000,4324198.27600000,1625270399999,140908038.30215300,220159,2219083.70500000,72272833.68047400,0
1625270400000,34.00100000,35.40600000,33.21700000,34.49800000,3063406.14100000,1625356799999,105690439.31206400,177709,1507188.35100000,52002152.40092800,0
1625356800000,34.49700000,35.53100000,33.53300000,34.28000000,2972213.41800000,1625443199999,103428667.55931700,175443,1565032.86200000,54477623.99920300,0
1625443200000,34.27800000,34.49000000,32.37000000,32.90800000,3008984.08200000,1625529599999,100655425.27353000,162015,1565799.87300000,52355727.84480900,0
1625529600000,32.90800000,35.04100000,32.88300000,34.22600000,3289698.06100000,1625615999999,111418811.56315700,184809,1696066.33000000,57429358.49502400,0
1625616000000,34.22100000,38.10000000,33.82000000,36.67300000,4609258.55300000,1625702399999,167269030.35701700,315663,2317106.51700000,84025212.58435100,0
1625702400000,36.66700000,36.93400000,32.65400000,33.14200000,4495022.54000000,1625788799999,156944971.45018200,248044,2194493.78300000,76693122.27725000,0
1625788800000,33.13400000,34.46000000,31.97600000,33.31500000,2810263.60200000,1625875199999,93430690.97587500,153484,1438692.06400000,47854557.61734600,0
1625875200000,33.31500000,34.21500000,31.02500000,31.69300000,2838074.58600000,1625961599999,92460631.92128000,153306,1405995.07100000,45847994.32591700,0
1625961600000,31.71600000,32.56800000,31.30000000,32.18200000,1944815.80400000,1626047999999,62238927.03928200,104563,906170.63800000,29017508.99770600,0
1626048000000,32.17300000,32.69600000,30.01100000,30.77000000,2251239.26900000,1626134399999,70408687.92831700,131789,1065836.40800000,33336718.15086200,0
1626134400000,30.77000000,31.09600000,28.81000000,29.13600000,1837132.43600000,1626220799999,54860385.06509400,113493,901167.28600000,26929978.93485200,0
1626220800000,29.15400000,31.50000000,27.36300000,31.36500000,3434185.17800000,1626307199999,101600599.92145000,189105,1723677.05900000,50953009.46029700,0
1626307200000,31.36500000,31.48500000,27.97500000,28.54500000,3643011.52900000,1626393599999,107745442.66806500,277654,1811104.96800000,53527976.97938200,0
1626393600000,28.56200000,29.47800000,26.19600000,26.27100000,2923575.79200000,1626479999999,81405823.76096200,163500,1468403.30100000,40947497.63526000,0
1626480000000,26.26900000,27.83600000,25.97900000,26.80200000,2122389.10100000,1626566399999,56460667.13103900,111395,1046545.84400000,27860914.47769500,0
1626566400000,26.78900000,27.75600000,26.23300000,26.67300000,1727601.78800000,1626652799999,46674422.65856100,88722,843288.54800000,22787132.68862100,0
1626652800000,26.67900000,26.71000000,23.97500000,24.50900000,3131177.97700000,1626739199999,78158738.80273400,147156,1449141.55700000,36168095.58012000,0
1626739200000,24.52400000,24.98200000,22.10000000,23.47400000,3555428.54200000,1626825599999,82758691.73108800,160712,1697695.56600000,39529244.31503900,0
1626825600000,23.48400000,27.46100000,22.80000000,26.70000000,4561993.00700000,1626911999999,116862935.66849300,243848,2302836.76100000,58965442.38635900,0
1626912000000,26.70600000,28.17000000,25.91000000,27.69900000,2643783.14400000,1626998399999,71691184.16164500,161799,1358309.09100000,36862478.47556300,0
1626998400000,27.70000000,28.71300000,26.38500000,28.51600000,3040520.32100000,1627084799999,83834585.17688400,173337,1609731.26600000,44375699.74411800,0
1627084800000,28.53000000,29.54800000,28.01300000,28.61600000,2678108.81000000,1627171199999,77044282.90337300,177805,1269755.24000000,36535955.98265500,0
1627171200000,28.62600000,28.89800000,26.50000000,28.24800000,2350991.53400000,1627257599999,65090395.54698900,149087,1150007.16600000,31818550.78478300,0
1627257600000,28.24700000,31.11500000,27.83000000,28.18400000,6221691.89700000,1627343999999,185071260.84348300,372668,3184199.21800000,94810078.31902500,0
1627344000000,28.18300000,28.95000000,26.89300000,28.10300000,3008374.75700000,1627430399999,83973834.08994800,163548,1535678.18600000,42902659.01101300,0
1627430400000,28.11900000,28.76000000,27.35400000,27.87500000,2329901.55900000,1627516799999,65388598.78105000,146025,1136153.53700000,31901123.56326100,0
1627516800000,27.89100000,31.88800000,27.31900000,31.23500000,3692050.44500000,1627603199999,110419263.54677000,252230,1786830.19900000,53246020.74917900,0
1627603200000,31.23800000,33.08400000,29.91000000,32.35400000,4970660.00900000,1627689599999,156365971.26795900,330552,2482978.32600000,78041297.36134600,0
1627689600000,32.35400000,37.00400000,31.65300000,36.74400000,4320145.53700000,1627775999999,146906971.50286200,344714,2255077.68000000,76744065.78147200,0
